ATL,5/22/16,1089,1085,0,0,0,0,0,4189,2397,24.77,39,1.2,204,6.95,0,0,1549,28.07,4189,61
ATL,5/23/16,1138,1137,0,0,0,0,0,6812,3654,34.39,62,1.48,737,21.66,0,0,2359,40.48,6812,98
ATL,5/24/16,1119,1123,0,0,0,0,0,4495,2001,30.78,42,1,431,15.36,125,1,1896,30.86,4495,79
ATL,5/25/16,1117,1117,0,0,0,0,0,7263,3226,37.98,426,4.74,918,24.84,0,0,2693,46.44,7263,114
ATL,5/26/16,1131,1138,2,0,0,2,0,11528,3050,50.39,813,8.64,1884,50.63,0,0,5781,90.34,11528,200
ATL,5/27/16,1134,1135,2,0,2,0,0,10669,4175,45.48,414,3.55,963,21.97,15,1,5102,77.01,10669,149
ATL,5/28/16,875,880,0,0,0,0,0,5901,4177,43.18,100,2.35,267,9.06,0,0,1357,29.41,5901,84
ATL,5/29/16,863,867,0,0,0,0,0,3658,2313,16.82,237,4.2,267,7.62,0,0,841,13.36,3658,42
ATL,5/30/16,1044,1043,0,0,0,0,0,3924,1869,19.34,137,3.55,340,12.54,0,0,1578,27.58,3924,63
ATL,5/31/16,1110,1118,2,0,1,1,0,10080,3458,43.31,1512,11.9,1065,25.16,0,0,4045,49.63,10080,130
ATL,6/1/16,1110,1116,6,0,5,1,0,14825,3721,40.63,510,9.97,5745,147.14,0,0,4849,74.26,14825,272
ATL,6/2/16,1130,1129,1,0,1,0,0,13324,3565,53.92,441,5.49,2987,83.16,0,0,6331,99.43,13324,241.99
ATL,6/3/16,1134,1132,1,1,0,0,0,8121,4361,45.09,113,3.27,715,23.92,0,0,2932,58.72,8121,131
ATL,6/4/16,893,897,2,2,0,0,0,4368,1829,30.12,0,0,981,28.16,0,0,1558,23.72,4368,82
ATL,6/5/16,1090,1090,2,0,1,1,0,10730,3234,36.71,238,4.89,1714,29.22,0,0,5544,77.19,10730,148
ATL,6/6/16,1130,1127,1,1,0,0,0,14943,3746,55.52,2513,6.02,4137,118.04,0,0,4547,72.42,14943,252
ATL,6/7/16,1108,1116,0,0,0,0,0,7826,4830,33.26,60,2.67,834,22.8,0,0,2102,38.28,7826,97
ATL,6/8/16,1115,1110,2,2,0,0,0,4972,1824,25.35,111,1.33,697,21.96,0,0,2340,45.36,4972,94
ATL,6/9/16,1148,1148,1,1,0,0,0,4909,2781,30.39,202,3.02,490,16.87,0,0,1436,36.72,4909,87
ATL,6/10/16,1149,1146,0,0,0,0,0,5476,2318,37.87,89,1.8,448,12.24,182,1,2439,43.1,5476,96
ATL,6/11/16,938,944,1,1,0,0,0,6559,4338,37.52,268,6.11,200,6.41,0,0,1753,30.96,6559,81
ATL,6/12/16,1092,1097,1,0,1,0,0,13922,5873,39.93,653,7.17,561,14.33,0,0,6835,65.57,13922,127
ATL,6/13/16,1144,1147,3,2,1,0,0,9881,4248,44.52,422,7.35,926,20.69,0,0,4285,67.45,9881,140
ATL,6/14/16,1100,1055,37,5,28,4,0,45071,10027,70,1868,16.47,9617,138.77,6,0.24,23553,203.52,45071,429
ATL,6/15/16,1135,1137,2,1,0,1,0,16314,9290,108.34,397,6.19,1709,42.46,0,0,4918,82.01,16314,239
ATL,6/16/16,1149,1153,0,0,0,0,0,13424,4293,35.59,198,4.88,1859,42.99,0,0,7074,94.55,13424,178
ATL,6/17/16,1134,1097,20,7,12,1,0,38550,9227,74.43,1619,15.52,9604,124.87,0,0,18100,195.18,38550,410
ATL,6/18/16,943,946,2,2,0,0,0,11324,6973,74.53,380,5.45,810,21.29,0,0,3161,56.73,11324,158
ATL,6/19/16,1109,1106,0,0,0,0,0,4539,2224,34.83,0,0,263,8.01,0,0,2052,37.16,4539,80
ATL,6/20/16,1157,1155,0,0,0,0,0,6021,3349,40.46,121,2.97,429,10.48,0,0,2122,37.09,6021,91
ATL,6/21/16,1138,1142,5,1,3,1,0,15357,7591,52.34,728,3.8,2733,43.36,0,0,4305,54.5,15357,154
ATL,6/22/16,1139,1138,4,1,3,0,0,6557,3354,39.18,46,0.53,638,17.95,26,0.14,2493,43.2,6557,101
ATL,6/23/16,1146,1152,6,1,3,2,0,19293,7047,67.72,717,8.93,4032,86.28,0,0,7497,102.07,19293,265
ATL,6/24/16,1153,1153,2,1,0,1,0,10703,5308,54.1,42,1,1247,21.97,0,0,4106,53.93,10703,131
ATL,6/25/16,945,947,0,0,0,0,0,7549,4297,38.99,210,3.88,366,11.67,0,0,2676,39.47,7549,94
ATL,6/26/16,1086,1056,13,1,11,1,0,35153,5643,53.55,1562,16.96,9360,145.43,10,0.48,18578,206.58,35153,423
ATL,6/27/16,1144,1143,2,2,0,0,0,16627,7667,92.16,861,8.8,2754,79,0,0,5345,85.04,16627,265
ATL,6/28/16,1107,1113,9,2,6,1,0,29165,5697,63.62,584,7.15,8843,154.14,0,0,14041,179.1,29165,404.01
ATL,6/29/16,1143,1144,1,0,1,0,0,7988,4730,53.62,81,2.34,548,16.88,0,0,2629,46.15,7988,119
ATL,6/30/16,1154,1149,2,1,1,0,0,10061,3359,43.12,409,4.32,1969,56.24,0,0,4324,56.32,10061,160
ATL,7/1/16,1153,1159,4,1,2,1,0,16971,4897,51.39,2990,11.19,3113,39.62,15,1,5956,82.81,16971,186
ATL,7/2/16,929,934,4,3,0,1,0,5752,3338,47.91,23,1,372,12.85,0,0,2019,34.24,5752,96
ATL,7/3/16,847,846,2,2,0,0,0,4681,3344,22.34,53,2,266,4.49,39,1,979,11.17,4681,41
ATL,7/4/16,849,848,0,0,0,0,0,3161,1486,20.67,481,5.41,317,10.81,0,0,877,18.11,3161,55
ATL,7/5/16,1120,1086,26,2,22,2,0,58612,8083,67.51,4296,38.18,22840,259.14,0,0,23393,223.16,58612,588
ATL,7/6/16,1116,1098,7,1,6,0,0,68764,15773,132.94,4428,32.74,23683,240.24,0,0,24880,216.08,68764,622
ATL,7/7/16,1131,1129,0,0,0,0,0,13807,5918,81.72,595,10.3,1465,37.51,0,0,5829,87.47,13807,217
ATL,7/8/16,1120,1125,5,1,2,2,0,13289,5428,47.69,356,5.32,2690,34.69,0,0,4815,60.3,13289,148
ATL,7/9/16,937,944,3,2,1,0,0,6365,3434,44.92,168,4.48,1086,23.06,0,0,1677,28.54,6365,101
ATL,7/10/16,1112,1113,1,1,0,0,0,6616,3070,29.58,155,4.71,822,18.79,15,1,2554,33.93,6616,88
ATL,7/11/16,1157,1146,5,3,2,0,0,19757,4014,49,1454,19.76,8687,142.82,0,0,5602,62.42,19757,274
ATL,7/12/16,1149,1145,1,1,0,0,0,8439,3327,58,168,2.59,2271,59.22,10,0.23,2663,42.96,8439,163
ATL,7/13/16,1139,1150,8,5,1,2,0,16886,4761,43.29,563,7.16,2406,31.48,0,0,9156,86.07,16886,168
ATL,7/14/16,1161,1161,2,1,1,0,0,17506,6183,57.93,309,6.26,2824,55.09,0,0,8190,122.71,17506,242
ATL,7/15/16,1162,1166,1,1,0,0,0,12056,5220,57.69,1057,9.18,657,17.09,0,0,5122,76.05,12056,160
ATL,7/16/16,943,945,0,0,0,0,0,8778,3773,34.8,156,3.59,1157,35.04,0,0,3692,42.57,8778,116
ATL,7/17/16,1100,1104,2,2,0,0,0,8962,3206,42.16,66,2.49,1218,36.27,40,0.78,4432,60.29,8962,142
ATL,7/18/16,1151,1152,5,2,3,0,0,13449,5114,55.11,1026,18.13,1333,33.96,0,0,5976,76.8,13449,184
ATL,7/19/16,1135,1119,5,3,2,0,0,20737,5551,56.66,360,7.01,9011,152.99,30,1.93,5785,71.42,20737,290
ATL,7/20/16,1124,1137,20,20,0,0,0,11936,5544,57.93,220,2.93,1127,14,0,0,5045,62.14,11936,137
ATL,7/21/16,1087,1085,69,41,13,15,0,49858,13169,82.65,1762,14.92,12146,156.72,0,0,22781,183.7,49858,438
ATL,7/22/16,1144,1124,15,15,0,0,0,21000,9462,109.31,283,6,1099,28.24,0,0,10156,142.44,21000,286
ATL,7/23/16,939,940,0,0,0,0,0,11497,5324,65.23,187,4.26,2520,60.9,61,1.86,3405,51.76,11497,184
ATL,7/24/16,1111,1109,1,1,0,0,0,7070,3250,46.32,165,3.05,607,13.93,0,0,3048,47.7,7070,111
ATL,7/25/16,1143,1148,13,3,6,4,0,19314,5887,51.3,2267,8.85,3176,76.57,0,0,7984,78.28,19314,214.99
ATL,7/26/16,1147,1145,1,0,1,0,0,13312,8158,58.87,176,4.74,960,24.86,0,0,4018,61.54,13312,150
ATL,7/27/16,1151,1149,2,1,0,1,0,9730,2825,42.23,601,5.86,2171,48.88,43,0.84,4090,69.19,9730,167
ATL,7/28/16,1147,1156,12,7,4,1,0,20562,6996,54.86,466,7.28,3722,40.15,0,0,9378,91.72,20562,194
ATL,7/29/16,1159,1153,4,3,0,1,0,13957,6909,72.22,184,2.3,679,19.22,0,0,6185,95.27,13957,189
ATL,7/30/16,931,915,9,3,1,5,0,17681,4979,68.13,944,8.79,5598,110.73,0,0,6160,81.36,17681,269
ATL,7/31/16,1092,1070,15,1,13,1,0,32675,7649,81.46,1237,13,9089,128.05,0,0,14700,149.48,32675,372
ATL,8/1/16,1152,1145,9,3,6,0,0,14987,6089,81.43,22,0.88,1908,50.15,0,0,6968,119.54,14987,252
ATL,8/2/16,1123,1118,12,5,2,5,0,34459,10112,69.69,1185,8.29,10466,160.02,23,0.96,12673,171.04,34459,410
ATL,8/3/16,1137,1141,2,1,1,0,0,8264,3780,45.1,191,4.28,1388,28.59,0,0,2905,48.02,8264,126
ATL,8/4/16,1161,1155,0,0,0,0,0,15504,5815,51.42,259,6.49,4037,82.12,0,0,5393,84.97,15504,225
ATL,8/5/16,1158,1161,1,1,0,0,0,7607,3164,50.48,199,3.53,1179,38.06,3,0.02,3062,57.91,7607,150
