ATL	3/25/16	1098	1096	1	3	1	0	76.96	82.12	12.66	13.07	196	67.5	ATL	3/25/16	1	0	0	0	6290	64.86	287	4.51	1725	35.02	0	0	4928	91.61	13230	196
ATL	3/26/16	917	914	2	3	2	3	77.43	81.73	13.71	11.62	167	56.62	ATL	3/26/16	0	2	0	0	2526	34.88	631	3.84	2241	56.36	0	0	4058	71.92	9456	167
ATL	3/27/16	1049	1052	2	4	2	1	80.08	84.32	10.97	10.2	165	57.02	ATL	3/27/16	2	0	0	0	4206	48.49	75	1.86	1848	58.98	0	0	3279	55.67	9408	165
ATL	3/28/16	1101	1102	0	0	3	1	87.56	90.83	7.73	6.66	101	63.97	ATL	3/28/16	0	0	0	0	3562	43.08	42	1.42	619	17.92	0	0	2238	38.58	6461	101
ATL	3/29/16	1080	1084	0	0	2	0	88.15	91.97	6.9	7.09	87	81.66	ATL	3/29/16	0	0	0	0	2446	21.88	379	3.4	999	16.05	0	0	3280	45.68	7104	87
ATL	3/30/16	1073	1075	0	1	5	0	90.12	93.49	5.68	6.23	70	86.3	ATL	3/30/16	0	0	0	0	2478	20.22	136	1.86	1158	20.93	0	0	2269	26.99	6041	70
ATL	3/31/16	1092	1091	1	1	0	0	81.32	84.05	11.73	10.12	174	55.56	ATL	3/31/16	1	0	0	0	2947	49.05	182	3.38	1595	48.48	0	0	4943	73.08	9667	17
ATL	4/10/16	1069	1068	0	1	3	0	90.83	93.26	4.41	4.21	72	52.67	ATL	4/10/16	0	0	0	0	1789	27.18	0	0	359	13.53	0	0	1644	31.29	3792	72
ATL	4/11/16	1110	1114	3	1	3	1	88.11	89.05	7.38	6.67	122	51.94	ATL	4/11/16	2	0	1	0	2506	36.4	15	0.56	1374	37.01	0	0	2442	48.03	6337	122
ATL	4/12/16	1091	1094	2	3	2	2	92.39	92.23	4.48	6.02	85	69.09	ATL	4/12/16	1	1	0	0	3811	32.63	0	0	437	20.68	17	1	1608	30.7	5873	85
ATL	4/13/16	1100	1101	1	2	3	0	91.73	91.46	4.03	6.34	94	62.51	ATL	4/13/16	1	0	0	0	3670	42.6	409	1	627	28.14	0	0	1170	22.26	5876	94
ATL	4/14/16	1127	1127	0	0	0	0	91.48	93.97	4.52	3.52	68	43.88	ATL	4/14/16	0	0	0	0	1245	18.93	0	0	505	22.51	18	1	1216	25.56	2984	68
